time,IPSL-CM6A-LR,CESM2-WACCM,CANESM5,MRI-ESM2-0
2000.0,1160050400.0,1160050400.0,1160050400.0,1160050400.0
2001.0,1156214100.0,1156214100.0,1156214100.0,1156214100.0
2002.0,1163069700.0,1163069700.0,1163069700.0,1163069700.0
2003.0,1161962100.0,1161962100.0,1161962100.0,1161962100.0
2004.0,1168997600.0,1168997600.0,1168997600.0,1168997600.0
2005.0,1187017300.0,1187017300.0,1187017300.0,1187017300.0
2006.0,1188000500.0,1188000500.0,1188000500.0,1188000500.0
2007.0,1177802200.0,1177802200.0,1177802200.0,1177802200.0
2008.0,1172711200.0,1172711200.0,1172711200.0,1172711200.0
2009.0,1170564900.0,1170564900.0,1170564900.0,1170564900.0
2010.0,1186047700.0,1186047700.0,1186047700.0,1186047700.0
2011.0,1167215100.0,1167215100.0,1167215100.0,1167215100.0
2012.0,1165633000.0,1165633000.0,1165633000.0,1165633000.0
2013.0,1159283500.0,1159283500.0,1159283500.0,1159283500.0
2014.0,1156562200.0,1156562200.0,1156562200.0,1156562200.0
2015.0,1149749500.0,1149749500.0,1149749500.0,1149749500.0
2016.0,1142468200.0,1142468200.0,1142468200.0,1142468200.0
2017.0,1138621700.0,1138621700.0,1138621700.0,1138621700.0
2018.0,1131278000.0,1131278000.0,1131278000.0,1131278000.0
2019.0,1121442200.0,1121442200.0,1121442200.0,1121442200.0
2020.0,1110920200.0,1110920200.0,1110920200.0,1110920200.0
2021.0,1097494500.0,1114333000.0,1100287100.0,1082589400.0
2022.0,1100241200.0,1101854300.0,1087545500.0,1075133300.0
2023.0,1084010500.0,1088642800.0,1080932700.0,1051850300.0
2024.0,1069863230.0,1108613600.0,1063033150.0,1034421250.0
2025.0,1049951100.0,1070445440.0,1045375800.0,1009470900.0
2026.0,1046979200.0,1055986750.0,1032152300.0,987395840.0
2027.0,1031960200.0,1042287400.0,1025173440.0,963951040.0
2028.0,1025805630.0,1022168900.0,990421100.0,935634750.0
2029.0,1000404400.0,998327100.0,973404400.0,905073500.0
2030.0,980486500.0,977478900.0,948543740.0,858913900.0
2031.0,982044740.0,954449200.0,929729660.0,838109700.0
2032.0,948844500.0,961335600.0,891831000.0,812600060.0
2033.0,933173600.0,918059100.0,866077600.0,835502800.0
2034.0,922304830.0,898627460.0,839868700.0,772268000.0
2035.0,910198700.0,879361000.0,816696700.0,742760450.0
2036.0,882483140.0,855431300.0,789877250.0,708583700.0
2037.0,858056640.0,862533060.0,762781440.0,686575600.0
2038.0,836933000.0,824900000.0,734410500.0,673900350.0
2039.0,814072960.0,800784450.0,717873000.0,650949100.0
2040.0,796765250.0,774455230.0,690004400.0,636682560.0
2041.0,776413100.0,744424800.0,660174400.0,617431230.0
2042.0,750250940.0,717472900.0,647416200.0,626797000.0
2043.0,738468300.0,683910140.0,611055000.0,582213250.0
2044.0,713082900.0,662441600.0,571640960.0,557627700.0
2045.0,688500540.0,642119800.0,543653760.0,540958900.0
2046.0,660765300.0,612640700.0,518471500.0,525687260.0
2047.0,639452800.0,586976960.0,486258080.0,507889380.0
2048.0,613504000.0,566676700.0,465494080.0,495565400.0
2049.0,585079400.0,545488450.0,448615200.0,486846370.0
2050.0,561119300.0,529219170.0,423166620.0,472547520.0
2051.0,545439170.0,506061500.0,406312260.0,452975040.0
2052.0,531973860.0,490685200.0,390304800.0,440646340.0
2053.0,516264830.0,468625800.0,369843420.0,429301500.0
2054.0,507563970.0,449469730.0,346600670.0,415303520.0
2055.0,484344770.0,419097250.0,332594000.0,406398800.0
2056.0,465264160.0,405857000.0,330527400.0,405557150.0
2057.0,442945200.0,385532220.0,323053980.0,385573730.0
2058.0,431925020.0,367044200.0,310390500.0,377312220.0
2059.0,421924670.0,350630750.0,340109250.0,365719740.0
2060.0,403579420.0,337558800.0,304896580.0,358199040.0
2061.0,397893020.0,319143400.0,315610530.0,360917120.0
2062.0,387563970.0,320044320.0,285524740.0,345043740.0
2063.0,378463000.0,310654600.0,276454200.0,333666240.0
2064.0,364135680.0,292979650.0,271413380.0,331091200.0
2065.0,347950000.0,287954100.0,265021800.0,319349570.0
2066.0,340230900.0,280237570.0,260448670.0,302867800.0
2067.0,336569800.0,269050880.0,257625380.0,295738720.0
2068.0,325717950.0,260141380.0,246988110.0,288716350.0
2069.0,313857340.0,273987650.0,239551970.0,289224060.0
2070.0,304528830.0,248090770.0,232272750.0,278726080.0
2071.0,294078180.0,268279280.0,242545010.0,276158240.0
2072.0,284363140.0,256742420.0,224111780.0,271062620.0
2073.0,280594400.0,295188480.0,222232180.0,275009200.0
2074.0,277443870.0,260061260.0,217922540.0,268578240.0
2075.0,268986620.0,250120220.0,223806720.0,338679330.0
2076.0,266102420.0,255826160.0,307047360.0,306888540.0
2077.0,261315950.0,291481340.0,234594350.0,370591600.0
2078.0,251450700.0,247844270.0,226198240.0,297518460.0
2079.0,256594140.0,242768160.0,232320400.0,284154300.0
2080.0,251329760.0,285922000.0,208484100.0,277863680.0
2081.0,252259420.0,242292930.0,220592620.0,281671460.0
2082.0,260755330.0,241015710.0,223787600.0,281790980.0
2083.0,244119660.0,271639170.0,231635150.0,283799700.0
2084.0,238886160.0,270550940.0,229162690.0,306753300.0
2085.0,236307550.0,235135470.0,208291780.0,286178940.0
2086.0,233030510.0,250463310.0,206200770.0,294660200.0
2087.0,232992740.0,248996140.0,229625680.0,295813980.0
2088.0,291433120.0,239951870.0,217549820.0,280630800.0
2089.0,233905140.0,263286260.0,356804600.0,281485120.0
2090.0,231901800.0,248109230.0,210528290.0,290236000.0
2091.0,275063600.0,246837470.0,284567580.0,281354270.0
2092.0,247958140.0,238595230.0,234680880.0,277910940.0
2093.0,250275950.0,271181060.0,301314200.0,326012350.0
2094.0,243204780.0,248478290.0,258965820.0,357080770.0
2095.0,241973440.0,252328930.0,256440560.0,318885540.0
2096.0,234720720.0,250677000.0,235508540.0,329263170.0
2097.0,240282940.0,238754740.0,311316380.0,514569120.0
2098.0,239414750.0,272061730.0,314055780.0,331011420.0
2099.0,250275920.0,248686320.0,365204540.0,317157820.0
2100.0,243534750.0,239786830.0,300801250.0,394889540.0
2101.0,241676500.0,248544240.0,272639940.0,347971940.0
2102.0,243594720.0,301555420.0,526095460.0,314073800.0
2103.0,242445230.0,253993020.0,421142400.0,309819230.0
2104.0,241005090.0,255461890.0,387057250.0,341336030.0
2105.0,253080300.0,319736830.0,338691550.0,320583520.0
2106.0,253602860.0,286542460.0,324969180.0,320016130.0
2107.0,275850200.0,277205440.0,292554050.0,404475070.0
2108.0,296102240.0,278427200.0,301108260.0,337163460.0
2109.0,303899400.0,264341300.0,292904830.0,340474620.0
2110.0,273983360.0,298438660.0,317793200.0,345743550.0
2111.0,293400860.0,291700770.0,297091300.0,340684830.0
2112.0,296375580.0,293207650.0,315193000.0,594649340.0
2113.0,319234020.0,289048960.0,308337500.0,335703900.0
2114.0,330699330.0,267849970.0,348435520.0,404663460.0
2115.0,311639840.0,345489100.0,341920320.0,446839650.0
2116.0,382668580.0,287358050.0,350863600.0,425561250.0
2117.0,328571500.0,300061730.0,336941760.0,371902850.0
2118.0,303491900.0,335516380.0,389328670.0,357223140.0
2119.0,313470270.0,306941300.0,426540030.0,442291070.0
2120.0,309262700.0,304077200.0,345486300.0,390601820.0
2121.0,318790880.0,282555260.0,338258940.0,380104030.0
2122.0,328704000.0,313508600.0,323058180.0,449753950.0
2123.0,312543460.0,301260740.0,348532030.0,412547550.0
2124.0,306124400.0,297454620.0,424998340.0,386236800.0
2125.0,324444030.0,318706180.0,412312260.0,537751550.0
