time,MRI-ESM2-0,CESM2-WACCM,CANESM5,IPSL-CM6A-LR
2000.0,51748380000.0,51748380000.0,51748380000.0,51748380000.0
2001.0,51783750000.0,51783750000.0,51783750000.0,51783750000.0
2002.0,51773190000.0,51773190000.0,51773190000.0,51773190000.0
2003.0,51771730000.0,51771730000.0,51771730000.0,51771730000.0
2004.0,51763884000.0,51763884000.0,51763884000.0,51763884000.0
2005.0,51827556000.0,51827556000.0,51827556000.0,51827556000.0
2006.0,51748500000.0,51748500000.0,51748500000.0,51748500000.0
2007.0,51748370000.0,51748370000.0,51748370000.0,51748370000.0
2008.0,51774497000.0,51774497000.0,51774497000.0,51774497000.0
2009.0,52287906000.0,52287906000.0,52287906000.0,52287906000.0
2010.0,51741120000.0,51741120000.0,51741120000.0,51741120000.0
2011.0,51705917000.0,51705917000.0,51705917000.0,51705917000.0
2012.0,51734516000.0,51734516000.0,51734516000.0,51734516000.0
2013.0,51683353000.0,51683353000.0,51683353000.0,51683353000.0
2014.0,51647316000.0,51647316000.0,51647316000.0,51647316000.0
2015.0,51662205000.0,51662205000.0,51662205000.0,51662205000.0
2016.0,51652297000.0,51652297000.0,51652297000.0,51652297000.0
2017.0,51619873000.0,51619873000.0,51619873000.0,51619873000.0
2018.0,51619610000.0,51619610000.0,51619610000.0,51619610000.0
2019.0,51596472000.0,51596472000.0,51596472000.0,51596472000.0
2020.0,51579904000.0,51579904000.0,51579904000.0,51579904000.0
2021.0,51560894000.0,51594690000.0,51532382000.0,51567450000.0
2022.0,51529232000.0,51558756000.0,51529335000.0,51533365000.0
2023.0,51487160000.0,51540730000.0,51481522000.0,51539130000.0
2024.0,51454960000.0,51523707000.0,51445154000.0,51500190000.0
2025.0,51437404000.0,51513508000.0,51402530000.0,51480556000.0
2026.0,51411534000.0,51492000000.0,51352550000.0,51468450000.0
2027.0,51390923000.0,51466846000.0,51252210000.0,51452040000.0
2028.0,51366568000.0,51467223000.0,51155137000.0,51422020000.0
2029.0,51339330000.0,51435295000.0,51074126000.0,51409330000.0
2030.0,51316890000.0,51523506000.0,50930123000.0,51389514000.0
2031.0,51273380000.0,51466772000.0,50760980000.0,51367110000.0
2032.0,51232543000.0,51412144000.0,50631406000.0,51344770000.0
2033.0,51192574000.0,51410500000.0,50441310000.0,51322420000.0
2034.0,51130122000.0,51382050000.0,50219184000.0,51297067000.0
2035.0,51087510000.0,51375160000.0,50015814000.0,51269710000.0
2036.0,51013448000.0,51366568000.0,49818423000.0,51253682000.0
2037.0,50938580000.0,51344814000.0,49562636000.0,51215870000.0
2038.0,50833347000.0,51310790000.0,49296392000.0,51191165000.0
2039.0,50741950000.0,51279114000.0,48938045000.0,51163492000.0
2040.0,50622083000.0,51339153000.0,48683434000.0,51111797000.0
2041.0,50485973000.0,51233160000.0,48456740000.0,51082637000.0
