time,CESM2-WACCM,CAMS-CSM1-0,CESM2,IPSL-CM6A-LR,MRI-ESM2-0,EC-EARTH3,EC-EARTH3-VEG,ACCESS-ESM1-5,INM-CM4-8,INM-CM5-0,BCC-CSM2-MR,FGOALS-F3-L,CANESM5,GFDL-ESM4,ACCESS-CM2,MPI-ESM1-2-HR,NORESM2-MM
2000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0,87964975000.0
2001.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0,88282070000.0
2002.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0,87957594000.0
2003.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0,87746070000.0
2004.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0,87550420000.0
2005.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0,87399550000.0
2006.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0,87281450000.0
2007.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0,87231010000.0
2008.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0,87172170000.0
2009.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0,87528630000.0
