time,CANESM5,MRI-ESM2-0,CNRM-ESM2-1,IPSL-CM6A-LR,UKESM1-0-LL
2049.0,377835780.0,607640300.0,577519800.0,523816300.0,324958340.0
2050.0,364341220.0,592117000.0,558260030.0,491820670.0,304895970.0
2051.0,349907170.0,571257660.0,535598300.0,465059070.0,290021900.0
2052.0,329911940.0,549001150.0,506287330.0,450442620.0,270213120.0
2053.0,318010460.0,533364700.0,490606500.0,438961920.0,260090020.0
2054.0,310696640.0,524937180.0,458916320.0,415921630.0,251350050.0
2055.0,301734530.0,518521500.0,425050850.0,400180200.0,233935840.0
2056.0,287385340.0,507710720.0,404140580.0,392724220.0,215781000.0
2057.0,277862100.0,497357150.0,383463700.0,384338780.0,202670290.0
2058.0,266736180.0,490712200.0,371523040.0,375487780.0,191312210.0
2059.0,254663860.0,482798980.0,355744830.0,368637500.0,182506940.0
2060.0,241412700.0,473285400.0,340777380.0,365716380.0,175745580.0
2061.0,233927840.0,467533540.0,342861800.0,360755260.0,166812740.0
2062.0,224803170.0,463975800.0,334775780.0,351254820.0,157371550.0
2063.0,215401010.0,454069570.0,320977470.0,348870200.0,152401060.0
2064.0,202300100.0,447325980.0,317153150.0,344831200.0,149898130.0
2065.0,195089460.0,435479420.0,317397900.0,339195500.0,143571920.0
2066.0,184392830.0,433237250.0,313810140.0,339179330.0,137978400.0
2067.0,188874750.0,434307140.0,307126800.0,335650500.0,130844700.0
2068.0,186455920.0,427518750.0,302568480.0,329792260.0,127729550.0
2069.0,187757090.0,421754620.0,306682100.0,324877150.0,124239730.0
2070.0,182652420.0,418878600.0,298409060.0,320356260.0,124475580.0
2071.0,177141150.0,415925100.0,294410430.0,318102750.0,124937016.0
2072.0,173488000.0,411322300.0,304647400.0,313943580.0,126248690.0
2073.0,169951420.0,408176960.0,291023800.0,309072480.0,122281890.0
2074.0,170412820.0,404873860.0,284168670.0,303913860.0,119081260.0
2075.0,166570130.0,407983870.0,283131100.0,299570000.0,137313780.0
2076.0,165640300.0,416150000.0,277428580.0,305549020.0,134350240.0
2077.0,162553810.0,418865820.0,281376030.0,312779700.0,128784960.0
2078.0,160618380.0,423372000.0,275896130.0,309304600.0,127009416.0
2079.0,183499970.0,419254240.0,269593150.0,304206620.0,133271440.0
2080.0,183667820.0,417219170.0,267496130.0,304826100.0,142687260.0
2081.0,171702160.0,416591580.0,267106860.0,301921660.0,138977440.0
2082.0,171424690.0,411480900.0,264444530.0,297643840.0,137630530.0
2083.0,167544110.0,408597200.0,266348830.0,296309100.0,152255760.0
2084.0,163797220.0,415091970.0,258651060.0,295307400.0,147080430.0
2085.0,172937980.0,418187100.0,259560820.0,299370080.0,148335100.0
2086.0,184755260.0,415042430.0,257409860.0,315327940.0,148466400.0
2087.0,171966620.0,430729020.0,256669330.0,319085760.0,147191620.0
2088.0,163640530.0,417725500.0,278195000.0,310500670.0,151914350.0
2089.0,161849070.0,419344160.0,265702420.0,316997900.0,143989820.0
2090.0,195003460.0,438943680.0,272905400.0,314772700.0,142312130.0
2091.0,199285100.0,440867230.0,263346320.0,309654560.0,142539120.0
2092.0,193397700.0,446491360.0,261929040.0,306569120.0,139563490.0
2093.0,199630270.0,444562850.0,288169180.0,328700160.0,137590220.0
2094.0,211630700.0,446622430.0,266967940.0,341433100.0,137217890.0
2095.0,206354880.0,453004500.0,276917000.0,321683170.0,138937000.0
2096.0,204497180.0,446033760.0,267134620.0,322252100.0,137899200.0
2097.0,231955230.0,444979420.0,297876350.0,330079360.0,135168820.0
2098.0,223792140.0,453419940.0,271669250.0,326834340.0,142551660.0
2099.0,214988460.0,474791420.0,266215870.0,329465440.0,152019440.0
2100.0,221591780.0,477797000.0,271322660.0,329034780.0,152372980.0
