time,MRI-ESM2-0,IPSL-CM6A-LR,CESM2-WACCM,CANESM5
2000.0,135676030000.0,135676030000.0,135676030000.0,135676030000.0
2001.0,136026680000.0,136026680000.0,136026680000.0,136026680000.0
2002.0,136196020000.0,136196020000.0,136196020000.0,136196020000.0
2003.0,135582000000.0,135582000000.0,135582000000.0,135582000000.0
2004.0,135672770000.0,135672770000.0,135672770000.0,135672770000.0
2005.0,135428110000.0,135428110000.0,135428110000.0,135428110000.0
2006.0,135267710000.0,135267710000.0,135267710000.0,135267710000.0
2007.0,135123480000.0,135123480000.0,135123480000.0,135123480000.0
2008.0,135177720000.0,135177720000.0,135177720000.0,135177720000.0
2009.0,135103720000.0,135103720000.0,135103720000.0,135103720000.0
2010.0,134918910000.0,134918910000.0,134918910000.0,134918910000.0
2011.0,134804710000.0,134804710000.0,134804710000.0,134804710000.0
2012.0,134926115000.0,134926115000.0,134926115000.0,134926115000.0
2013.0,135453900000.0,135453900000.0,135453900000.0,135453900000.0
2014.0,134851910000.0,134851910000.0,134851910000.0,134851910000.0
2015.0,135548985000.0,135548985000.0,135548985000.0,135548985000.0
2016.0,134864910000.0,134864910000.0,134864910000.0,134864910000.0
2017.0,134483740000.0,134483740000.0,134483740000.0,134483740000.0
2018.0,134644730000.0,134644730000.0,134644730000.0,134644730000.0
2019.0,134577810000.0,134577810000.0,134577810000.0,134577810000.0
2020.0,134579536000.0,134579536000.0,134579536000.0,134579536000.0
2021.0,134256886000.0,134380910000.0,134322000000.0,134349930000.0
2022.0,134767420000.0,134630460000.0,134174820000.0,134114240000.0
2023.0,134330110000.0,134305130000.0,134109420000.0,134112200000.0
2024.0,134244540000.0,134388990000.0,133816240000.0,134252470000.0
2025.0,133904820000.0,133968280000.0,133763240000.0,133720570000.0
2026.0,133879050000.0,133661820000.0,133607520000.0,134482590000.0
2027.0,133674090000.0,133853800000.0,133500930000.0,133868700000.0
2028.0,133417680000.0,133768700000.0,133191390000.0,133659610000.0
2029.0,133825940000.0,134058820000.0,133404000000.0,133482684000.0
2030.0,133560060000.0,133878850000.0,134065500000.0,134195945000.0
2031.0,133278840000.0,133087370000.0,133085510000.0,133283220000.0
2032.0,133000150000.0,133081310000.0,132784054000.0,133521450000.0
2033.0,132887890000.0,132985364000.0,132744495000.0,132907570000.0
2034.0,132924195000.0,133447630000.0,132657300000.0,132770550000.0
2035.0,133157220000.0,133155504000.0,132549720000.0,132692410000.0
2036.0,132527580000.0,132773910000.0,132409000000.0,132524660000.0
2037.0,132388010000.0,132549510000.0,132182155000.0,133044830000.0
2038.0,132415690000.0,132462270000.0,131874020000.0,132373600000.0
2039.0,132333630000.0,132082020000.0,131677940000.0,132344430000.0
2040.0,132122770000.0,131985200000.0,131528294000.0,132462430000.0
2041.0,131805086000.0,132049620000.0,131793470000.0,132123935000.0
2042.0,131664390000.0,131585400000.0,131284480000.0,132206620000.0
2043.0,131597670000.0,131611140000.0,131155214000.0,131685690000.0
2044.0,131463860000.0,131394855000.0,130778960000.0,131585510000.0
2045.0,131223570000.0,131034250000.0,130525676000.0,131564350000.0
2046.0,131054210000.0,130791220000.0,130314130000.0,131222905000.0
2047.0,130605700000.0,130534830000.0,129749025000.0,131346310000.0
2048.0,130346580000.0,130070750000.0,129491460000.0,130923460000.0
2049.0,130190020000.0,129868340000.0,129250796000.0,130711910000.0
2050.0,129892560000.0,129735540000.0,128921140000.0,130302830000.0
2051.0,129737376000.0,129542640000.0,128519440000.0,129948830000.0
2052.0,129657510000.0,129171760000.0,128253075000.0,129684250000.0
2053.0,129230280000.0,128915595000.0,127704875000.0,129502626000.0
2054.0,129091070000.0,128119660000.0,127245690000.0,129302000000.0
2055.0,128824920000.0,127968390000.0,126753130000.0,129347950000.0
2056.0,128536535000.0,127571665000.0,126263170000.0,128877370000.0
2057.0,128329680000.0,127427870000.0,125893760000.0,128524470000.0
2058.0,127697760000.0,127179750000.0,125448420000.0,128266750000.0
2059.0,127413000000.0,127400780000.0,124798850000.0,127990060000.0
2060.0,127222874000.0,126412055000.0,124403220000.0,127730250000.0
2061.0,126823120000.0,126097440000.0,123958485000.0,127324440000.0
2062.0,126396880000.0,125576050000.0,123477610000.0,127243805000.0
2063.0,126319310000.0,125398780000.0,122802150000.0,126588790000.0
2064.0,125987690000.0,125031055000.0,122322630000.0,126567970000.0
2065.0,125087380000.0,124574155000.0,121489160000.0,125573775000.0
2066.0,124767630000.0,124478680000.0,120867560000.0,125339210000.0
2067.0,124280220000.0,123978050000.0,120257250000.0,124755140000.0
2068.0,123811890000.0,123938005000.0,119864990000.0,123969720000.0
2069.0,123459920000.0,123791390000.0,119357690000.0,123735286000.0
2070.0,123114790000.0,123000280000.0,118613580000.0,123499454000.0
2071.0,122705920000.0,122512470000.0,117797585000.0,122871470000.0
2072.0,122321860000.0,122257630000.0,117134560000.0,122244680000.0
2073.0,122009756000.0,121642480000.0,116455600000.0,121817416000.0
2074.0,121802870000.0,121027360000.0,115739296000.0,121698270000.0
2075.0,121411320000.0,120866760000.0,114762660000.0,121416980000.0
2076.0,120923824000.0,120291210000.0,114191880000.0,120674480000.0
2077.0,120283690000.0,119724200000.0,113544110000.0,120278000000.0
2078.0,119870680000.0,119111926000.0,113015990000.0,119671930000.0
2079.0,119424850000.0,118846415000.0,112375550000.0,119312940000.0
2080.0,119143060000.0,118484886000.0,111505875000.0,119015784000.0
2081.0,118617710000.0,118421594000.0,110963425000.0,118585030000.0
2082.0,118275514000.0,117887330000.0,110310670000.0,118013640000.0
2083.0,117807055000.0,117228140000.0,109770060000.0,117368670000.0
2084.0,117365660000.0,116828545000.0,108701710000.0,117125170000.0
2085.0,116522870000.0,116482920000.0,108047114000.0,116328415000.0
2086.0,116274420000.0,115930776000.0,107487764000.0,116067800000.0
2087.0,116404030000.0,115503325000.0,106963320000.0,115916095000.0
2088.0,115812700000.0,115364100000.0,106564805000.0,115314150000.0
2089.0,115343640000.0,114484160000.0,105650455000.0,114759600000.0
2090.0,114928020000.0,114328500000.0,104719210000.0,114221840000.0
2091.0,114521190000.0,114110720000.0,103566420000.0,113407540000.0
2092.0,113908950000.0,113898030000.0,102863100000.0,113071410000.0
2093.0,113552400000.0,113617986000.0,102368320000.0,112588720000.0
2094.0,112784240000.0,113081140000.0,101542000000.0,112105440000.0
2095.0,112468000000.0,112584740000.0,100944130000.0,111290450000.0
2096.0,112285606000.0,112253010000.0,100037840000.0,110500040000.0
2097.0,112228950000.0,111831880000.0,99003000000.0,110011730000.0
2098.0,111896710000.0,111313020000.0,98476155000.0,109405510000.0
2099.0,111027610000.0,111063150000.0,97632770000.0,108922765000.0
2100.0,110470030000.0,110886340000.0,96345190000.0,108558480000.0
